A,B,C,D,E,F
49,12,11,7,66,0
36,14,29,23,18,1
65,19,9,20,27,1
24,1,23,20,27,0
90,8,5,18,33,1
63,18,2,25,12,1
79,4,38,16,39,1
49,5,40,28,3,1
75,9,31,4,75,1
89,7,3,8,63,0
97,2,11,13,48,1
85,14,5,11,54,1
71,18,17,5,72,1
97,6,26,10,57,1
34,0,42,21,24,0
88,6,9,10,57,1
7,7,30,22,21,0
72,8,16,14,45,1
89,15,1,8,63,1
27,14,22,16,39,0
93,15,23,1,84,1
18,0,17,29,0,0
77,13,29,5,72,1
5,6,3,25,12,0
92,13,47,4,75,1
21,5,15,9,60,0
7,15,16,10,57,0
45,9,19,2,81,0
36,0,7,20,27,0
26,10,1,3,78,0
59,4,27,4,75,0
43,4,9,19,30,0
22,17,46,23,18,1
74,19,44,23,18,1
88,16,39,5,72,1
23,16,31,24,15,1
64,6,12,24,15,0
45,3,38,27,6,0
83,9,34,17,36,1
85,12,7,17,36,1
7,18,3,17,36,0
84,1,43,3,78,1
77,7,40,11,54,1
29,3,21,10,57,0
54,6,3,3,78,0
48,18,27,16,39,1
40,8,5,5,72,0
19,16,33,23,18,1
92,4,12,24,15,1
25,2,29,29,0,0
47,13,20,19,30,1
68,15,14,18,33,1
28,3,44,4,75,0
19,9,28,5,72,0
14,5,37,10,57,0
71,4,8,14,45,0
38,18,43,27,6,1
92,8,24,14,45,1
53,15,32,21,24,1
88,16,32,25,12,1
6,5,14,26,9,0
3,17,42,20,27,1
3,2,6,22,21,0
55,3,2,1,84,0
44,8,13,11,54,0
40,4,9,13,48,0
81,9,43,29,0,1
46,2,17,18,33,0
63,13,32,9,60,1
42,3,23,0,87,0
84,0,20,19,30,0
12,13,14,21,24,0
42,7,8,26,9,0
47,0,39,13,48,0
46,15,43,19,30,1
43,16,37,20,27,1
60,10,12,4,75,0
36,18,36,10,57,1
44,12,16,18,33,0
32,6,48,21,24,1
98,12,40,28,3,1
45,0,16,23,18,0
52,19,26,5,72,1
6,19,33,7,66,0
45,15,31,9,60,1
51,4,27,20,27,0
15,16,33,3,78,0
23,8,18,7,66,0
85,19,36,27,6,1
22,15,13,22,21,0
42,8,30,14,45,0
6,4,37,6,69,0
85,2,32,0,87,1
39,17,17,16,39,1
96,19,11,24,15,1
5,5,0,29,0,0
88,11,11,25,12,1
98,14,32,20,27,1
88,2,33,29,0,1
35,19,47,20,27,1
56,1,22,1,84,0
15,16,42,18,33,1
4,13,41,18,33,0
90,3,27,29,0,1
87,14,33,14,45,1
32,7,8,9,60,0
28,19,8,10,57,0
26,5,44,15,42,0
65,19,4,9,60,1
79,19,27,6,69,1
5,18,49,2,81,1
33,11,34,16,39,1
21,3,31,7,66,0
5,0,9,14,45,0
16,14,25,14,45,0
34,1,48,17,36,0
9,2,47,5,72,0
67,14,24,12,51,1
48,6,13,16,39,0
81,0,49,16,39,1
37,7,37,0,87,0
64,8,6,19,30,0
94,3,12,17,36,1
32,13,20,19,30,0
79,1,43,26,9,1
67,10,9,2,81,0
91,11,12,17,36,1
86,19,28,18,33,1
87,2,14,19,30,0
58,6,38,13,48,1
55,7,32,12,51,1
86,19,21,0,87,1
48,18,24,9,60,1
63,15,13,9,60,1
10,0,10,15,42,0
93,3,47,27,6,1
29,10,31,19,30,0
97,2,13,2,81,1
5,13,13,7,66,0
68,10,17,3,78,1
24,10,16,18,33,0
46,15,49,6,69,1
44,19,23,27,6,1
48,3,3,15,42,0
20,2,30,25,12,0
62,5,37,5,72,1
21,5,41,0,87,0
69,16,0,2,81,1
58,16,26,20,27,1
31,19,48,9,60,1
56,11,8,18,33,0
7,2,22,11,54,0
59,13,11,25,12,0
7,8,21,22,21,0
46,13,16,14,45,0
5,12,13,22,21,0
47,16,29,1,84,1
65,13,13,7,66,1
77,4,7,15,42,0
46,10,16,2,81,0
53,13,27,24,15,1
49,10,23,18,33,0
40,16,39,16,39,1
7,7,45,3,78,0
82,1,27,21,24,1
50,1,2,19,30,0
77,18,16,16,39,1
76,13,35,18,33,1
83,4,46,11,54,1
19,1,24,29,0,0
55,18,14,14,45,1
61,1,30,13,48,0
51,19,37,13,48,1
87,6,47,23,18,1
55,18,24,3,78,1
53,14,0,26,9,0
20,10,38,9,60,0
16,18,8,18,33,0
13,4,31,15,42,0
95,10,29,13,48,1
80,10,5,13,48,1
11,19,8,5,72,0
9,7,1,6,69,0
21,14,0,3,78,0
88,15,12,7,66,1
26,9,35,26,9,0
74,13,36,18,33,1
6,10,12,0,87,0
20,10,4,21,24,0
55,3,36,24,15,1
65,7,4,29,0,0
78,11,20,18,33,1
11,6,1,21,24,0
3,14,7,22,21,0
13,12,19,24,15,0
44,1,40,8,63,0
66,11,15,19,30,1
2,14,13,26,9,0
56,6,9,18,33,0
98,0,11,15,42,0
5,12,3,6,69,0
25,18,47,6,69,1
99,17,31,0,87,1
90,5,23,19,30,1
11,2,7,1,84,0
13,1,15,12,51,0
96,17,23,1,84,1
15,8,3,25,12,0
67,16,21,4,75,1
82,15,3,0,87,1
89,6,35,28,3,1
91,6,45,14,45,1
50,8,14,19,30,0
92,13,47,24,15,1
27,15,22,11,54,0
42,17,20,26,9,1
22,8,1,26,9,0
44,13,17,0,87,0
39,2,0,0,87,0
19,18,5,6,69,0
91,16,36,17,36,1
37,4,17,21,24,0
23,13,43,29,0,1
57,13,22,12,51,1
95,5,3,8,63,0
95,18,46,17,36,1
34,16,28,14,45,1
40,15,10,15,42,0
30,13,18,0,87,0
72,17,11,29,0,1
36,6,39,20,27,0
88,17,12,16,39,1
84,4,13,0,87,1
46,11,17,6,69,0
98,4,32,26,9,1
24,6,36,11,54,0
32,11,30,5,72,0
86,7,10,1,84,1
29,12,2,12,51,0
91,3,2,7,66,0
72,19,42,3,78,1
39,16,15,15,42,0
22,13,6,18,33,0
82,11,19,23,18,1
20,14,27,8,63,0
46,7,17,10,57,0
57,19,23,26,9,1
72,17,47,4,75,1
66,19,29,29,0,1
63,13,29,15,42,1
24,17,39,0,87,1
4,9,20,1,84,0
10,1,27,25,12,0
97,5,10,17,36,1
45,12,8,29,0,0
80,17,19,22,21,1
22,19,38,3,78,1
96,13,10,2,81,1
42,0,7,12,51,0
62,13,8,13,48,0
58,3,40,23,18,1
30,13,29,14,45,0
87,9,0,8,63,0
96,8,4,19,30,1
98,11,7,13,48,1
20,11,31,19,30,0
99,11,33,24,15,1
31,3,2,26,9,0
85,11,39,18,33,1
90,17,4,15,42,1
82,8,18,16,39,1
71,10,31,14,45,1
95,5,14,16,39,1
55,11,3,18,33,0
24,1,36,18,33,0
22,13,11,3,78,0
18,12,39,10,57,0
16,10,0,11,54,0
40,19,37,26,9,1
73,17,25,0,87,1
60,12,19,21,24,1
31,17,47,10,57,1
11,13,24,4,75,0
40,12,28,24,15,1
73,0,37,26,9,1
86,14,35,9,60,1
36,2,9,24,15,0
70,12,9,28,3,1
44,13,12,16,39,0
47,19,13,28,3,1
55,16,48,26,9,1
12,4,21,14,45,0
36,15,35,6,69,1
71,5,17,24,15,0
59,0,25,10,57,0
95,3,4,24,15,0
76,9,32,17,36,1
75,4,13,19,30,0
44,13,16,27,6,0
24,17,47,5,72,1
31,6,17,18,33,0
44,7,8,29,0,0
24,1,15,15,42,0
97,12,48,24,15,1
98,3,16,28,3,1
31,13,12,2,81,0
66,14,16,25,12,1
57,14,4,19,30,0
40,12,0,18,33,0
23,17,30,16,39,1
5,14,29,22,21,0
42,4,43,27,6,1
67,13,44,15,42,1
6,2,39,3,78,0
33,9,30,2,81,0
35,9,13,6,69,0
6,19,39,15,42,1
62,18,44,14,45,1
60,4,6,9,60,0
87,15,26,4,75,1
12,4,12,10,57,0
94,7,22,2,81,1
5,14,14,14,45,0
74,12,18,24,15,1
83,17,3,25,12,1
6,17,11,1,84,0
14,13,38,7,66,0
3,2,49,10,57,0
50,9,34,20,27,1
57,6,7,1,84,0
96,17,26,13,48,1
60,3,4,5,72,0
4,5,20,8,63,0
55,2,45,9,60,1
62,19,30,6,69,1
58,4,39,7,66,1
13,15,32,26,9,0
24,2,37,23,18,0
64,10,45,20,27,1
2,1,0,7,66,0
29,3,9,25,12,0
94,7,47,11,54,1
96,11,35,26,9,1
68,15,36,8,63,1
35,13,19,28,3,0
92,9,37,29,0,1
24,2,30,9,60,0
12,3,15,6,69,0
78,12,7,8,63,1
84,1,5,25,12,0
63,4,17,24,15,0
25,5,20,18,33,0
29,16,21,21,24,0
54,13,4,15,42,0
6,12,32,18,33,0
58,9,27,21,24,1
73,4,36,24,15,1
27,16,35,26,9,1
93,15,19,23,18,1
99,18,17,22,21,1
4,0,13,10,57,0
51,12,31,15,42,1
62,5,42,3,78,1
27,2,41,16,39,0
42,4,37,7,66,0
41,10,19,7,66,0
52,16,49,14,45,1
85,4,25,24,15,1
8,3,46,2,81,0
4,11,47,17,36,0
64,6,48,11,54,1
8,2,47,9,60,0
55,17,37,27,6,1
2,14,0,24,15,0
82,10,15,17,36,1
22,9,2,12,51,0
66,6,29,8,63,1
75,7,36,21,24,1
20,19,2,7,66,0
54,4,11,24,15,0
69,0,28,25,12,0
73,14,25,11,54,1
15,19,20,22,21,0
41,9,39,29,0,1
59,5,23,29,0,0
16,1,35,5,72,0
60,0,37,12,51,1
36,7,5,10,57,0
71,7,41,13,48,1
11,13,44,26,9,1
16,10,30,1,84,0
57,0,19,16,39,0
65,10,31,0,87,1
26,19,13,27,6,0
48,19,42,14,45,1
76,3,26,5,72,1
75,1,48,17,36,1
40,0,47,28,3,0
97,11,28,27,6,1
77,9,17,25,12,1
15,12,42,3,78,0
12,2,48,11,54,0
20,2,41,16,39,0
30,6,35,7,66,0
44,8,45,29,0,1
70,18,31,29,0,1
25,7,38,8,63,0
45,10,44,23,18,1
12,19,1,0,87,0
76,13,10,4,75,1
56,9,41,9,60,1
30,8,14,19,30,0
44,18,0,0,87,0
87,7,32,16,39,1
50,4,17,24,15,0
87,12,11,7,66,1
44,14,14,29,0,0
68,14,33,21,24,1
5,10,9,5,72,0
53,0,27,13,48,0
13,3,27,11,54,0
1,3,30,12,51,0
75,8,32,18,33,1
5,17,15,12,51,0
85,3,14,24,15,0
53,6,37,16,39,1
8,9,5,7,66,0
85,18,22,19,30,1
60,19,48,11,54,1
97,6,16,9,60,1
11,10,43,15,42,0
9,11,47,2,81,0
12,1,23,5,72,0
84,15,36,1,84,1
31,18,35,23,18,1
66,7,0,24,15,0
99,4,21,7,66,1
21,16,16,4,75,0
8,0,35,14,45,0
81,8,34,14,45,1
46,10,24,9,60,0
34,7,29,0,87,0
90,13,10,4,75,1
28,13,49,29,0,1
3,6,29,24,15,0
54,1,14,11,54,0
96,3,30,25,12,1
40,3,26,23,18,0
38,12,21,6,69,0
79,5,12,9,60,0
14,16,48,24,15,1
58,16,34,18,33,1
45,15,0,1,84,0
7,12,48,18,33,0
49,9,12,5,72,0
52,15,32,16,39,1
9,19,35,26,9,1
55,8,30,27,6,1
88,10,23,7,66,1
68,9,23,27,6,1
4,3,31,22,21,0
22,2,41,24,15,0
19,8,7,4,75,0
86,10,14,5,72,1
29,7,49,8,63,1
12,5,21,9,60,0
11,6,33,6,69,0
89,7,42,5,72,1
43,10,0,3,78,0
64,19,4,16,39,1
68,17,36,19,30,1
6,1,47,19,30,0
81,11,14,25,12,1
91,18,44,3,78,1
35,3,39,4,75,0
34,8,12,11,54,0
77,16,16,12,51,1
86,7,14,21,24,1
71,1,40,7,66,1
2,12,1,27,6,0
3,3,46,5,72,0
23,12,32,19,30,0
84,15,45,25,12,1
25,11,44,10,57,1
9,6,49,24,15,0
7,18,42,8,63,1
60,0,2,9,60,0
46,1,26,3,78,0
86,4,23,6,69,1
74,4,24,10,57,1
8,19,46,6,69,1
9,16,37,16,39,0
60,15,3,17,36,0
75,3,33,8,63,1
8,12,28,4,75,0
5,7,4,10,57,0
17,4,39,10,57,0
74,17,14,15,42,1
0,14,12,23,18,0
50,16,12,18,33,1
54,4,20,3,78,0
71,6,17,24,15,0
43,10,5,27,6,0
44,18,36,23,18,1
57,3,39,4,75,1
47,5,28,20,27,0
34,12,6,7,66,0
27,9,8,28,3,0
76,3,10,19,30,0
51,9,9,27,6,0
76,0,27,15,42,1
21,13,26,0,87,0
35,10,14,22,21,0
21,14,24,28,3,0
98,12,36,28,3,1
8,4,0,15,42,0
78,9,43,24,15,1
62,1,9,14,45,0
93,12,10,3,78,1
92,3,42,23,18,1
12,3,29,28,3,0
37,13,40,0,87,1
63,2,38,22,21,1
29,17,40,22,21,1
7,9,14,0,87,0
22,18,36,5,72,1
61,5,32,21,24,1
27,10,16,25,12,0
55,4,26,26,9,0
67,8,36,16,39,1
88,4,26,6,69,1
89,12,9,17,36,1
85,7,5,16,39,0
71,1,40,13,48,1
80,15,14,9,60,1
48,7,36,0,87,1
42,16,15,10,57,0
29,5,14,23,18,0
38,9,37,14,45,1
1,13,37,15,42,0
39,19,43,29,0,1
67,18,37,27,6,1
79,19,47,29,0,1
61,14,6,21,24,0
69,18,49,9,60,1
35,9,30,7,66,0
89,18,36,19,30,1
15,4,17,29,0,0
38,4,24,18,33,0
81,1,16,19,30,0
10,19,9,4,75,0
70,18,25,28,3,1
81,14,36,6,69,1
48,1,46,10,57,1
13,11,38,9,60,0
15,19,36,28,3,1
88,15,2,10,57,1
59,8,33,9,60,1
81,2,7,6,69,0
50,8,41,1,84,1
57,1,12,21,24,0
61,10,3,8,63,0
69,12,33,4,75,1
65,14,6,27,6,1
10,1,28,2,81,0
63,3,36,18,33,1
4,3,16,13,48,0
35,15,39,11,54,1
77,15,34,2,81,1
85,2,16,15,42,0
60,3,29,15,42,0
62,14,1,27,6,0
53,2,11,1,84,0
66,9,41,2,81,1
31,10,46,9,60,1
69,15,22,25,12,1
3,3,39,23,18,0
64,10,25,9,60,1
55,8,46,8,63,1
35,10,14,5,72,0
59,14,16,14,45,1
4,5,37,16,39,0
59,6,21,24,15,0
32,5,17,15,42,0
4,9,40,21,24,0
42,18,18,18,33,1
97,15,0,18,33,1
93,4,39,2,81,1
97,11,49,29,0,1
20,2,15,14,45,0
96,15,31,8,63,1
80,7,26,18,33,1
30,15,3,23,18,0
14,4,45,10,57,0
29,13,14,23,18,0
52,8,33,26,9,1
63,11,16,14,45,1
49,10,20,21,24,0
56,3,17,12,51,0
46,11,26,8,63,1
45,19,36,3,78,1
71,14,7,2,81,1
59,15,13,3,78,1
81,10,14,10,57,1
61,16,39,4,75,1
58,16,29,8,63,1
87,14,19,28,3,1
76,12,7,11,54,1
39,17,9,1,84,0
53,12,13,28,3,0
13,12,42,16,39,0
48,4,48,13,48,1
20,1,41,14,45,0
21,18,42,15,42,1
85,11,38,6,69,1
55,11,47,18,33,1
84,15,2,26,9,1
43,2,48,18,33,1
28,9,28,7,66,0
77,8,14,21,24,1
7,5,16,21,24,0
25,0,4,19,30,0
89,18,47,4,75,1
64,15,42,13,48,1
26,10,42,13,48,1
53,10,13,21,24,0
98,19,37,17,36,1
97,3,47,28,3,1
18,6,2,24,15,0
49,16,43,15,42,1
11,19,36,5,72,1
93,14,32,17,36,1
56,9,37,18,33,1
29,15,27,22,21,0
46,14,16,10,57,0
22,15,7,15,42,0
96,19,14,27,6,1
75,19,4,22,21,1
14,18,28,24,15,0
96,19,49,0,87,1
60,16,16,27,6,1
82,14,4,16,39,1
4,18,4,23,18,0
17,12,46,20,27,1
60,0,18,17,36,0
65,3,46,3,78,1
24,19,34,15,42,1
68,17,9,27,6,1
76,13,25,6,69,1
1,18,6,8,63,0
98,11,4,26,9,1
63,3,3,28,3,0
3,1,25,29,0,0
21,15,36,27,6,1
27,15,14,19,30,0
78,14,33,25,12,1
77,5,48,12,51,1
45,17,40,14,45,1
45,18,34,24,15,1
85,0,25,29,0,1
66,15,49,21,24,1
10,8,26,8,63,0
23,0,3,24,15,0
83,10,32,29,0,1
75,1,35,28,3,1
35,15,32,23,18,1
66,18,40,25,12,1
6,16,41,24,15,1
43,8,18,15,42,0
68,8,34,15,42,1
6,2,3,19,30,0
45,14,9,24,15,0
97,11,6,23,18,1
58,14,33,23,18,1
85,12,21,25,12,1
74,3,30,18,33,1
83,10,11,18,33,1
15,7,49,28,3,0
75,12,37,7,66,1
22,18,44,12,51,1
64,6,19,13,48,0
96,18,28,22,21,1
10,4,47,13,48,0
84,4,32,27,6,1
64,1,49,22,21,1
2,19,31,28,3,0
95,7,37,24,15,1
72,11,43,27,6,1
35,18,17,7,66,0
56,11,15,12,51,0
28,2,2,4,75,0
68,5,33,29,0,1
8,2,32,5,72,0
32,13,46,9,60,1
69,9,42,22,21,1
21,8,6,25,12,0
91,3,37,1,84,1
9,18,33,26,9,0
2,17,46,23,18,1
65,10,36,19,30,1
51,19,14,18,33,1
59,6,32,2,81,1
25,3,35,26,9,0
54,3,11,3,78,0
83,19,15,12,51,1
3,15,49,7,66,1
18,9,40,10,57,0
52,0,41,19,30,0
68,2,23,28,3,0
55,12,12,10,57,0
14,17,37,7,66,1
23,8,42,3,78,0
17,14,37,11,54,0
96,12,20,17,36,1
6,10,0,7,66,0
99,0,12,23,18,1
60,7,2,6,69,0
28,4,47,5,72,0
74,1,47,1,84,1
78,14,41,0,87,1
75,14,25,29,0,1
26,15,19,18,33,0
52,11,43,20,27,1
16,2,24,28,3,0
38,3,16,28,3,0
36,14,21,5,72,0
11,12,44,10,57,0
25,4,26,5,72,0
32,2,4,11,54,0
7,17,17,12,51,0
46,0,34,22,21,0
38,6,38,18,33,0
92,2,38,11,54,1
82,4,9,20,27,0
66,11,1,7,66,0
39,12,37,22,21,1
97,6,8,10,57,1
10,18,33,17,36,0
82,7,2,19,30,0
54,8,28,5,72,1
72,1,37,16,39,1
56,0,26,1,84,0
37,10,34,21,24,1
19,15,49,10,57,1
28,8,18,9,60,0
9,7,18,27,6,0
51,16,24,3,78,1
97,7,24,14,45,1
66,18,33,16,39,1
68,2,42,2,81,1
66,13,27,6,69,1
62,7,27,10,57,1
27,7,1,4,75,0
44,12,17,5,72,0
8,17,20,24,15,0
39,10,31,5,72,1
47,1,6,4,75,0
94,2,1,24,15,0
38,5,18,26,9,0
60,8,35,16,39,1
5,4,25,13,48,0
59,4,3,5,72,0
42,16,20,26,9,1
32,11,15,13,48,0
54,8,48,6,69,1
85,6,4,15,42,0
62,10,29,28,3,1
63,11,44,18,33,1
94,1,20,23,18,1
44,7,17,17,36,0
30,3,46,10,57,0
68,13,21,19,30,1
55,16,42,16,39,1
83,12,34,23,18,1
21,16,17,28,3,0
63,9,42,4,75,1
70,11,5,27,6,0
86,18,2,20,27,1
55,16,39,28,3,1
53,13,49,11,54,1
87,1,25,23,18,1
91,14,32,10,57,1
27,10,23,12,51,0
23,13,1,16,39,0
42,8,11,14,45,0
39,15,34,28,3,1
1,14,38,25,12,0
26,17,19,23,18,0
83,6,19,20,27,1
92,1,2,25,12,0
48,3,40,0,87,1
73,18,35,19,30,1
55,17,49,4,75,1
44,9,12,11,54,0
94,4,21,17,36,1
38,17,41,12,51,1
21,18,26,22,21,0
23,12,28,19,30,0
22,0,26,22,21,0
84,8,35,25,12,1
29,16,42,16,39,1
94,7,27,27,6,1
21,9,20,13,48,0
4,10,11,2,81,0
47,12,43,20,27,1
48,17,20,19,30,1
5,10,15,26,9,0
2,0,38,10,57,0
76,19,8,22,21,1
48,2,29,3,78,0
32,11,45,5,72,1
24,11,7,11,54,0
65,13,18,21,24,1
61,8,12,8,63,0
27,14,37,2,81,1
43,3,41,14,45,0
52,7,31,22,21,1
36,5,46,26,9,1
10,3,26,22,21,0
28,7,41,6,69,0
8,11,44,24,15,0
20,16,14,14,45,0
22,14,34,17,36,0
16,14,37,3,78,0
44,7,23,2,81,0
2,5,46,25,12,0
28,10,21,3,78,0
22,4,39,25,12,0
27,13,48,0,87,1
17,8,40,25,12,0
36,16,24,14,45,1
20,4,36,26,9,0
40,17,41,18,33,1
6,14,3,22,21,0
61,12,32,0,87,1
34,1,32,0,87,0
8,0,7,28,3,0
35,3,31,9,60,0
78,8,4,13,48,0
31,13,9,26,9,0
54,13,33,10,57,1
76,14,3,21,24,1
62,12,32,23,18,1
8,16,13,0,87,0
35,14,29,21,24,1
7,3,42,28,3,0
62,8,7,10,57,0
20,19,21,22,21,0
8,18,37,24,15,1
19,6,8,28,3,0
48,15,38,5,72,1
55,4,13,29,0,0
46,15,3,3,78,0
44,14,28,6,69,1
2,15,25,4,75,0
53,6,25,0,87,0
28,5,25,7,66,0
40,14,35,18,33,1
28,0,7,27,6,0
18,1,22,29,0,0
2,15,14,2,81,0
28,17,17,7,66,0
90,19,22,11,54,1
96,3,21,20,27,1
0,4,11,15,42,0
58,4,16,14,45,0
6,19,15,10,57,0
98,13,16,20,27,1
50,11,12,18,33,0
56,15,0,17,36,0
27,16,20,2,81,0
14,14,40,8,63,1
33,2,11,1,84,0
49,17,47,0,87,1
83,19,7,7,66,1
32,12,40,9,60,1
26,11,34,3,78,0
24,7,49,26,9,1
10,15,39,27,6,0
83,15,42,10,57,1
14,1,11,20,27,0
22,8,44,8,63,0
30,7,19,6,69,0
54,15,2,14,45,0
63,9,30,6,69,1
68,2,20,10,57,0
93,12,19,28,3,1
51,0,27,17,36,0
50,15,0,0,87,0
13,6,31,6,69,0
37,2,28,3,78,0
6,3,11,7,66,0
17,6,29,29,0,0
35,1,48,27,6,0
66,9,6,15,42,0
38,7,15,2,81,0
27,2,35,29,0,0
80,7,17,29,0,1
15,6,23,9,60,0
76,5,3,6,69,0
27,3,11,16,39,0
30,15,20,4,75,0
84,18,12,6,69,1
77,18,32,19,30,1
84,9,27,22,21,1
50,11,28,2,81,1
89,9,2,3,78,1
64,18,26,5,72,1
87,9,8,21,24,1
0,9,4,27,6,0
66,9,48,0,87,1
47,14,40,26,9,1
40,13,7,12,51,0
65,5,45,9,60,1
87,5,22,21,24,1
18,0,14,21,24,0
75,12,5,17,36,1
82,15,41,10,57,1
49,8,0,9,60,0
16,1,14,25,12,0
80,14,16,7,66,1
21,16,5,18,33,0
80,15,26,16,39,1
99,12,9,6,69,1
82,16,48,26,9,1
86,15,22,9,60,1
90,7,47,26,9,1
98,18,2,12,51,1
60,5,39,20,27,1
89,5,49,14,45,1
21,19,37,11,54,1
60,9,21,3,78,1
29,6,41,22,21,0
61,4,1,9,60,0
75,17,8,14,45,1
46,14,32,27,6,1
45,10,25,8,63,0
58,5,6,3,78,0
15,13,26,23,18,0
58,12,27,28,3,1
40,18,39,27,6,1
18,15,40,24,15,1
42,13,23,8,63,1
12,1,6,3,78,0
74,2,4,18,33,0
17,7,10,14,45,0
10,4,40,4,75,0
47,12,11,16,39,0
74,14,29,12,51,1
0,1,24,22,21,0
0,4,47,15,42,0
45,1,25,13,48,0
15,1,10,18,33,0
79,17,20,27,6,1
73,17,1,16,39,1
33,1,9,13,48,0
0,4,14,26,9,0
25,14,30,1,84,0
96,13,24,6,69,1
63,15,0,13,48,0
23,3,32,6,69,0
27,7,24,7,66,0
36,15,3,14,45,0
69,19,47,21,24,1
70,7,10,16,39,0
6,16,18,16,39,0
8,17,37,3,78,0
25,11,38,5,72,0
57,14,17,18,33,1
90,3,23,18,33,1
47,0,41,24,15,0
54,4,43,21,24,1
57,0,44,23,18,1
8,15,3,27,6,0
83,6,31,1,84,1
61,4,30,18,33,1
96,19,17,21,24,1
67,8,22,6,69,1
30,8,25,12,51,0
89,0,24,14,45,1
79,15,5,14,45,1
67,19,5,1,84,1
49,9,37,21,24,1
19,17,41,28,3,1
42,10,4,17,36,0
38,14,44,1,84,1
21,15,20,26,9,0
38,13,39,18,33,1
13,0,25,24,15,0
13,5,20,19,30,0
67,18,17,3,78,1
0,3,41,12,51,0
60,2,9,27,6,0
21,19,5,25,12,0
75,7,47,8,63,1
54,5,28,17,36,0
21,3,5,24,15,0
40,18,1,24,15,0
7,18,48,18,33,1
58,4,26,26,9,0
52,7,25,26,9,0
73,10,3,29,0,0
47,15,40,15,42,1
2,13,9,25,12,0
26,17,29,19,30,1
12,4,5,26,9,0
15,19,12,2,81,0
98,6,24,5,72,1
46,11,48,28,3,1
84,5,19,27,6,1
20,13,46,12,51,1
24,0,13,22,21,0
51,0,20,11,54,0
33,3,22,8,63,0
72,17,48,18,33,1
42,8,10,17,36,0
65,12,42,17,36,1
26,7,21,24,15,0
68,6,34,16,39,1
49,10,4,29,0,0
13,15,13,19,30,0
93,19,3,15,42,1
54,10,24,8,63,1
3,14,45,17,36,0
86,9,35,28,3,1
66,1,5,14,45,0
75,11,39,8,63,1
54,18,15,2,81,1
58,12,15,24,15,1
45,3,33,23,18,0
72,12,19,16,39,1
76,3,26,17,36,1
52,15,32,14,45,1
69,10,34,1,84,1
41,3,12,16,39,0
47,15,15,16,39,0
79,8,46,17,36,1
12,4,45,29,0,0
32,12,37,15,42,1
38,12,20,29,0,0
79,12,21,1,84,1
51,7,7,24,15,0
69,12,2,17,36,0
71,1,41,23,18,1
24,19,7,5,72,0
0,11,21,12,51,0
29,15,48,17,36,1
26,12,23,20,27,0
71,18,18,2,81,1
41,8,45,28,3,1
43,3,31,22,21,0
53,0,8,17,36,0
57,2,40,2,81,1
49,12,37,9,60,1
68,6,4,21,24,0
86,3,29,6,69,1
32,14,2,14,45,0
2,3,9,27,6,0
79,16,42,22,21,1
78,16,17,2,81,1
9,18,27,1,84,0
16,17,27,21,24,0
62,3,10,2,81,0
22,18,26,1,84,0
88,15,36,22,21,1
87,1,41,11,54,1
50,14,48,6,69,1
22,12,35,25,12,0
45,4,43,27,6,1
92,1,49,2,81,1
95,13,15,12,51,1
65,1,39,18,33,1
93,5,36,27,6,1
16,14,20,29,0,0
58,17,31,5,72,1
59,7,25,13,48,1
32,1,11,11,54,0
21,3,3,23,18,0
93,14,48,29,0,1
91,5,39,0,87,1
16,10,37,18,33,0
48,16,21,19,30,1
84,4,5,21,24,0
51,8,17,9,60,0
99,17,29,23,18,1
73,3,43,2,81,1
82,5,45,25,12,1
98,3,21,28,3,1
30,17,8,16,39,0
21,17,19,24,15,0
87,6,7,1,84,1
5,3,15,12,51,0
90,3,38,28,3,1
6,10,14,15,42,0
83,6,18,4,75,1
8,4,43,16,39,0
41,19,11,28,3,0
89,6,15,2,81,1
61,14,29,4,75,1
60,5,1,23,18,0
21,6,15,22,21,0
2,11,30,24,15,0
89,11,10,15,42,1
4,2,49,19,30,0
5,1,28,19,30,0
78,4,23,29,0,1
14,8,30,20,27,0
39,16,0,22,21,0
20,8,35,14,45,0
51,8,20,24,15,0
38,15,8,15,42,0
41,1,44,11,54,0
93,2,1,23,18,0
75,16,10,19,30,1
73,19,39,11,54,1
72,8,5,14,45,0
12,12,8,29,0,0
26,17,47,25,12,1
48,5,23,4,75,0
87,4,44,18,33,1
90,14,3,4,75,1
26,12,0,17,36,0
79,14,46,17,36,1
42,5,21,9,60,0
94,6,7,24,15,1
93,9,32,7,66,1
40,1,49,28,3,1
21,3,0,25,12,0
74,7,21,13,48,1
21,18,8,21,24,0
2,16,42,11,54,0
27,19,38,3,78,1
36,18,4,7,66,0
72,2,7,13,48,0
82,8,9,28,3,1
47,4,14,10,57,0
13,9,26,13,48,0
6,19,21,19,30,0
92,9,15,25,12,1
47,0,22,29,0,0
44,2,48,22,21,1
38,7,8,17,36,0
64,8,21,15,42,1
38,15,47,15,42,1
17,18,6,28,3,0
55,6,45,6,69,1
41,9,46,19,30,1
91,13,28,16,39,1
35,4,40,20,27,0
4,12,6,24,15,0
78,1,48,26,9,1
11,18,35,27,6,1
23,8,1,16,39,0
50,1,38,7,66,0
52,7,4,1,84,0
77,12,4,3,78,1
92,10,18,28,3,1
74,0,23,25,12,0
2,2,5,25,12,0
33,2,5,22,21,0
42,17,36,20,27,1
17,10,34,9,60,0
58,12,30,20,27,1
83,19,11,18,33,1
98,6,14,25,12,1
